X,Y,Z
0.168889663,0.055039345,0.569103205
0.046187868,-0.051092481,-0.952718912
0.153221278,0.063502625,0.407927543
0.019426428,0.045318299,-0.571014771
0.087376508,0.076790169,0.818502087
-0.153693905,0.019156765,-0.392139858
0.125268289,0.105732665,0.908218022
-0.029806392,0.007498969,-0.673236921
0.029931868,0.073123679,0.802139651
-0.008000456,0.055634975,-0.528233315
0.05969045,0.058371359,0.336919989
0.034013648,0.036799605,-0.974747807
0.103725275,0.051730995,0.429649463
0.007310628,0.025679019,-0.723368539
-0.063021972,-0.098055345,0.579549131
-0.197784363,-0.110339251,-0.515059952
-0.050489612,-0.081133061,0.400477096
-0.169584519,-0.109410415,-0.502867316
-0.034784792,-0.082861531,0.637062262
-0.103890069,-0.138169565,-0.471485963
0.168790391,0.031584985,0.495349628
0.016505428,-0.044088431,-0.901294367
0.094472021,0.071161995,0.40449915
0.047247048,0.062604269,-0.65060926
0.011052048,0.076790169,0.462783175
-0.037958142,0.011497395,-0.700503763
0.164759767,0.051910065,0.908218022
-0.029806392,0.011075289,-0.638780621
0.029931868,0.071221685,0.802139651
-0.015113985,0.059116849,-0.430970525
0.029395928,0.061506185,0.467853096
-0.022778644,0.058371359,-0.508577844
-0.005353812,0.054114785,0.56686698
-0.025851661,0.052172489,-0.407079776
-0.063021972,-0.094062465,0.577274609
-0.197784363,-0.110339251,-0.787616776
-0.052458112,-0.081133061,0.333853413
-0.134957582,-0.143742325,-0.545974069
-0.044977812,-0.081609311,0.669516296
-0.103924159,-0.138169565,-0.476953293
0.191151718,0.055039345,0.483211509
0.046187868,-0.044088431,-0.967889158
0.122848281,0.062604269,0.270944446
0.019426428,0.055276835,-0.628894094
0.059675268,0.068683759,0.532980764
-0.037795523,0.011497395,-0.945224366
0.109986783,0.040584205,0.885853135
-0.007500112,-0.002544191,-0.514394421
0.017935448,0.071221685,0.654753086
-0.008040578,0.062305819,-0.740299601
0.059675006,0.058371359,0.392599619
0.029395928,0.045859785,-0.742971889
0.007310628,0.074584179,0.56275173
-0.009382369,0.067346915,-0.435304713
-0.070979792,-0.098055345,0.688109229
-0.197810978,-0.108163741,-0.811768619
-0.051325272,-0.054459251,0.374511065
-0.134953793,-0.143742325,-0.516200969
0.036826169,-0.081609311,0.404118536
-0.034784792,-0.124012875,-0.95389129
